attack,avg_delay_ms,avg_delay_ms_std,avg_hops,avg_hops_std,bytes_delivered,bytes_delivered_std,cmdp_checks,cmdp_checks_std,cmdp_violation_rate,cmdp_violation_rate_std,cmdp_violations,cmdp_violations_std,control_packets,control_packets_std,det_f1,det_f1_std,det_fn,det_fn_std,det_fp,det_fp_std,det_fpr,det_fpr_std,det_precision,det_precision_std,det_tn,det_tn_std,det_tp,det_tp_std,det_tpr,det_tpr_std,ecc_agreement_seconds,ecc_agreement_seconds_std,ecc_agreements,ecc_agreements_std,ecc_backend,ecc_encrypt_calls,ecc_encrypt_calls_std,ecc_encrypt_seconds,ecc_encrypt_seconds_std,ecc_keygen_seconds,ecc_keygen_seconds_std,ecc_seconds_per_agreement,ecc_seconds_per_agreement_std,ecc_seconds_per_packet,ecc_seconds_per_packet_std,eighty_pct_dead_round,eighty_pct_dead_round_std,energy_harvested,energy_harvested_std,energy_model,energy_spent,energy_spent_std,loss_dead_relay,loss_dead_relay_std,loss_link_failure,loss_link_failure_std,loss_malicious_drop,loss_malicious_drop_std,loss_no_route,loss_no_route_std,malicious_fraction,malicious_fraction_std,malicious_nodes,malicious_nodes_std,mean_residual_energy,mean_residual_energy_std,n_nodes,n_nodes_std,network_lifetime,network_lifetime_std,nodes_alive,nodes_alive_std,nodes_contested,nodes_contested_std,nodes_revoked,nodes_revoked_std,packet_loss_bytes,packet_loss_bytes_std,packets_lost,packets_lost_std,packets_received,packets_received_std,packets_sent,packets_sent_std,pdr,pdr_std,pdr_routable,pdr_routable_std,policy,rounds_completed,rounds_completed_std,route_cache_hits,route_cache_hits_std,route_cache_misses,route_cache_misses_std,route_discoveries,route_discoveries_std,route_failures,route_failures_std,seed,seed_std,speed,speed_std,throughput,throughput_std,total_energy_consumed,total_energy_consumed_std,n_runs,label,policy_label,sweep,energy_mode,mean_route_score,mean_route_score_std,score_weight_energy_b,score_weight_energy_b_std,score_weight_trust_a,score_weight_trust_a_std,action0_share,action0_share_std,mean_reward,mean_reward_std,q_states,q_states_std,q_updates,q_updates_std,states_preferring_action0,states_preferring_action0_std,trust_source,code_trust_mean,code_trust_mean_std,trust_signal_correlation,trust_signal_correlation_std,watchdog_trust_mean,watchdog_trust_mean_std,action_share_balanced,action_share_balanced_std,action_share_diversified,action_share_diversified_std,action_share_energy_surplus,action_share_energy_surplus_std,action_share_trust,action_share_trust_std,c_contested_events,c_contested_events_std,c_contested_final,c_contested_final_std,c_detection_passes,c_detection_passes_std,c_use_cmdp,c_use_cmdp_std,c_use_gan,c_use_gan_std,c_use_lstm,c_use_lstm_std,cmdp_backend,cmdp_constraint_checks,cmdp_constraint_checks_std,cmdp_constraint_violations,cmdp_constraint_violations_std,cmdp_lambda_final,cmdp_lambda_final_std,cmdp_lambda_max_seen,cmdp_lambda_max_seen_std,cmdp_lambda_saturated,cmdp_lambda_saturated_std,cmdp_using_fallback,cmdp_using_fallback_std,dqn_epsilon_final,dqn_epsilon_final_std,dqn_final_loss,dqn_final_loss_std,dqn_train_steps,dqn_train_steps_std,gan_backend,gan_epochs_run,gan_epochs_run_std,gan_fallback_reason,gan_final_d_loss,gan_final_d_loss_std,gan_final_g_loss,gan_final_g_loss_std,gan_threshold,gan_threshold_std,gan_using_fallback,gan_using_fallback_std,gan_val_auc,gan_val_auc_std,lstm_backend,lstm_epochs_run,lstm_epochs_run_std,lstm_eval_beats_persistence,lstm_eval_beats_persistence_std,lstm_eval_beats_seasonal_naive,lstm_eval_beats_seasonal_naive_std,lstm_eval_improvement_over_best_baseline,lstm_eval_improvement_over_best_baseline_std,lstm_eval_lstm_mae,lstm_eval_lstm_mae_std,lstm_eval_lstm_rmse,lstm_eval_lstm_rmse_std,lstm_eval_n_test,lstm_eval_n_test_std,lstm_eval_persistence_mae,lstm_eval_persistence_mae_std,lstm_eval_persistence_rmse,lstm_eval_persistence_rmse_std,lstm_eval_seasonal_naive_mae,lstm_eval_seasonal_naive_mae_std,lstm_eval_seasonal_naive_rmse,lstm_eval_seasonal_naive_rmse_std,lstm_final_loss,lstm_final_loss_std,lstm_horizon,lstm_horizon_std,lstm_using_fallback,lstm_using_fallback_std
none,74.84513117310973,2.1291634660376317,5.711877471964614,0.3183797141170803,596262.0,89445.0,0.0,0.0,0.0,0.0,0.0,0.0,9195.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0036700499967992073,0.0010107499856530922,40.0,0.0,x25519,983.5,120.5,0.027095849976831232,0.0024167499814211624,0.002310849997229525,0.0006024500053172233,9.175124991998019e-05,2.5268749641327308e-05,2.8275969848370582e-05,5.9217126061513146e-06,1170.0,23.0,0.0,0.0,linear,2772.1449218750095,193.4549804687406,0.0,0.0,207.0,5.0,0.0,0.0,763.5,169.5,0.0,0.0,0.0,0.0,3.9927701113192207,1.409010679079424,100.0,0.0,363.5,28.5,20.0,0.0,0.0,0.0,0.0,0.0,749826.5,128042.5,970.5,164.5,776.5,115.5,1747.0,49.0,0.44668199978489037,0.07864191069803067,0.7869519035383814,0.0210191109543722,AODV,1171.0,23.0,300.0,69.0,1447.0,118.0,1447.0,118.0,763.5,169.5,20261409.0,500.0,20000.0,0.0,4.087102393500604,0.6913435995307549,9920.144597773617,28.18021358158876,2,AODV (reference baseline) | linear,AODV (reference baseline),lifetime,linear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,75.26052956627649,4.14710189109897,5.765286299870153,0.5634429818978028,700733.5,140296.5,0.0,0.0,0.0,0.0,0.0,0.0,12849.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0026450999994267477,5.7600007494329475e-05,40.0,0.0,x25519,1118.0,180.0,0.025835600066784536,0.004058800077473279,0.0016570500083616935,4.3550007831072435e-05,6.61274999856687e-05,1.4400001873582328e-06,2.312366479898542e-05,9.253988045089024e-08,1500.0,0.0,4086.4104886165246,116.1275805502869,solar,3204.9072753906485,221.4724121094,0.0,0.0,213.5,0.5,0.0,0.0,995.0,144.0,0.0,0.0,0.0,0.0,25.07128504011726,2.0900638316305535,100.0,0.0,403.0,15.0,39.5,0.5,0.0,0.0,0.0,0.0,937527.5,115832.5,1208.5,144.5,904.5,180.5,2113.0,36.0,0.42673283785966665,0.07815315562567535,0.8038781987049126,0.03202318804393178,AODV,1500.0,0.0,390.5,153.5,1722.5,117.5,1722.5,117.5,995.0,144.0,20261409.0,500.0,20000.0,0.0,3.737245333333333,0.748248,9010.729272831182,70.02187882934777,2,AODV (reference baseline) | solar,AODV (reference baseline),lifetime,solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,74.35353815216902,3.732693594845287,5.614157491942155,0.5317050606525151,638376.0,92770.0,0.0,0.0,0.0,0.0,0.0,0.0,9023.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.002814900002704235,0.00012140000035287812,40.0,0.0,x25519,1039.0,112.0,0.02369509995514818,0.002144900036000763,0.00172234998899512,1.024999437504448e-05,7.037250006760586e-05,3.035000008821957e-06,2.2848646268257773e-05,3.98602835461124e-07,1112.0,17.0,0.0,0.0,linear,2866.074462890628,61.00151367188164,0.0,0.0,209.5,4.5,0.0,0.0,782.0,98.0,0.0,0.0,0.0,0.0,5.121843461013354,0.4707009834132614,100.0,0.0,401.5,9.5,20.0,0.0,0.0,0.0,0.0,0.0,762995.0,85528.0,991.5,102.5,829.5,116.5,1821.0,14.0,0.4550539907625356,0.0604773443873281,0.7955208968890614,0.026373108323797023,EAURP,1113.0,17.0,362.5,102.5,1458.5,88.5,1458.5,88.5,782.0,98.0,20261409.0,500.0,20000.0,0.0,4.5997647309605325,0.737067385827789,9897.563130779732,9.41401966826561,2,EAURP (base.pdf substrate) | linear,EAURP (base.pdf substrate),lifetime,linear,0.9485144245941906,0.0023677765723966737,0.051218434610133534,0.004707009834132615,0.9487815653898665,0.004707009834132636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,74.20790673696385,4.526970929607039,5.577515890255736,0.6332745739851684,729337.5,115947.5,0.0,0.0,0.0,0.0,0.0,0.0,13009.5,220.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.002771550009128987,0.0001715500020509353,40.0,0.0,x25519,1166.0,146.0,0.026598399994327337,0.0034501000172895147,0.001765550008713035,9.894999311654828e-05,6.928875022822467e-05,4.2887500512733796e-06,2.2798615936499735e-05,1.0420419430579114e-07,1500.0,0.0,4085.266897485353,114.15671384252892,solar,3224.9252929687636,39.55136718749509,0.0,0.0,220.5,2.5,0.0,0.0,1084.0,1.0,0.0,0.0,0.0,0.0,21.338284563365438,2.3307369835623533,100.0,0.0,416.0,14.0,36.5,2.5,0.0,0.0,0.0,0.0,1006425.5,5482.5,1304.5,3.5,945.5,148.5,2250.0,145.0,0.4177036482378669,0.039081320446893025,0.807607006217121,0.02623445719751316,EAURP,1500.0,0.0,441.5,142.5,1808.5,2.5,1808.5,2.5,1084.0,1.0,20261409.0,500.0,20000.0,0.0,3.8898,0.6183866666666669,9215.325770978256,138.4176113084377,2,EAURP (base.pdf substrate) | solar,EAURP (base.pdf substrate),lifetime,solar,0.8030119775380061,0.02329409992000986,0.2133828456336544,0.023307369835623523,0.7866171543663456,0.023307369835623537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,78.16941567743326,4.007255637583668,6.092527993429028,0.5116699076204472,605241.5,95853.5,0.0,0.0,0.0,0.0,0.0,0.0,8877.5,296.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.002746200005276478,5.7899998864741065e-05,40.0,0.0,x25519,978.5,123.5,0.024280799992993707,0.002506600005290238,0.0017787499982659938,5.4549998822039925e-05,6.865500013191195e-05,1.447499971618524e-06,2.488744302489997e-05,5.794575455134474e-07,1097.0,30.0,0.0,0.0,linear,2935.0066894531356,180.43354492187768,0.0,0.0,190.5,2.5,0.0,0.0,776.5,192.5,0.0,0.0,0.0,0.0,5.1487161309342895,0.8468241840191255,100.0,0.0,405.5,3.5,20.0,0.0,0.0,0.0,0.0,0.0,746691.5,148650.5,967.0,190.0,788.0,121.0,1755.0,69.0,0.45241286601735653,0.08673304145595304,0.8024904214559387,0.022373462391611254,A:DRL-EAURP,1098.0,30.0,353.5,107.5,1401.5,176.5,1401.5,176.5,776.5,192.5,20261409.0,500.0,20000.0,0.0,4.432164395569368,0.8194835445055382,9897.025677381313,16.93648368038248,2,A: DRL-EAURP (paper) | linear,A: DRL-EAURP (paper),lifetime,linear,,,,,,,0.6392017075607167,0.004333286508085177,-0.09517426796528687,0.17346608291190607,9.0,0.0,1755.0,69.0,4.5,0.5,watchdog_pfr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,76.29100613648333,5.64762773867681,5.845593955670985,0.7879544314257889,719447.0,121547.0,0.0,0.0,0.0,0.0,0.0,0.0,12942.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.002664150002601673,0.0001059500045812456,40.0,0.0,x25519,1159.5,158.5,0.02846359998875414,0.004048200011311565,0.0016920999896683497,7.990000267454889e-05,6.660375006504183e-05,2.648750114531144e-06,2.4529267761955453e-05,1.3825879348135097e-07,1500.0,0.0,4083.9098061448294,115.4774253162293,solar,3316.801660156264,28.561914062506503,0.0,0.0,225.5,0.5,0.0,0.0,1039.5,41.5,0.0,0.0,0.0,0.0,20.75167516964033,0.9488475072934843,100.0,0.0,376.0,55.0,36.5,4.5,0.0,0.0,0.0,0.0,976834.5,28682.5,1265.0,42.0,934.0,159.0,2199.0,117.0,0.4220863010357717,0.04984806856699167,0.8017562862024167,0.02753051197664247,A:DRL-EAURP,1500.0,0.0,456.0,124.0,1743.0,7.0,1743.0,7.0,1039.5,41.5,20261409.0,500.0,20000.0,0.0,3.8370506666666664,0.6482506666666665,9238.294042525307,128.01547227959236,2,A: DRL-EAURP (paper) | solar,A: DRL-EAURP (paper),lifetime,solar,,,,,,,0.6263905272431352,0.08604470591748664,-0.1558273979284566,0.09969613713398337,8.5,0.5,2199.0,117.0,5.5,1.5,watchdog_pfr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,78.63511705299948,0.517776720185438,6.187582459803112,0.07446573296797299,577684.0,68127.0,0.0,0.0,0.0,0.0,0.0,0.0,8815.5,379.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0027025999952456914,4.540001100394875e-05,40.0,0.0,x25519,952.5,84.5,0.02302695003345434,0.002077749979434884,0.001718550009172759,3.654999272839632e-05,6.756499988114228e-05,1.1350002750987187e-06,2.4171995646786652e-05,3.697254307759823e-08,1131.5,27.5,0.0,0.0,linear,2971.8975097656285,231.963525390634,0.0,0.0,205.0,1.0,0.0,0.0,752.0,184.0,0.0,0.0,0.0,0.0,4.49427746990934,1.089595493006553,100.0,0.0,404.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,737874.0,141534.0,957.0,183.0,747.5,83.5,1704.5,99.5,0.4429139813913007,0.07484302795449366,0.7831635033706768,0.018186544845331054,B:DRL-EAURP(senior),1132.5,27.5,321.0,88.0,1383.5,187.5,1383.5,187.5,752.0,184.0,20261409.0,500.0,20000.0,0.0,4.094870479013887,0.5806842721173351,9910.114450601814,21.791909860130545,2,B: DRL-EAURP (senior code) | linear,B: DRL-EAURP (senior code),lifetime,linear,,,,,,,0.6262763260597772,0.07549750986040021,-0.1141720372173985,0.1496860559089873,13.0,0.0,1704.5,99.5,7.0,1.0,endpoint_counters,0.743892846743134,0.01686773941999281,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,77.1860965844894,4.033153793515318,6.010836932096774,0.49834941960926216,682607.0,93678.0,0.0,0.0,0.0,0.0,0.0,0.0,12895.5,113.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0027153999908478,0.0001258999946003314,40.0,0.0,x25519,1105.0,121.0,0.026927749951937585,0.0032261500073218485,0.0017372999809595058,0.00010759998440335039,6.788499977119499e-05,3.147499865008281e-06,2.434117125724901e-05,2.5417944361512984e-07,1500.0,0.0,4084.269960136287,116.98848363058414,solar,3276.8165527344,101.30688476562023,0.0,0.0,223.5,1.5,0.0,0.0,1128.5,86.5,0.0,0.0,0.0,0.0,23.259936915488517,2.0026298636639446,100.0,0.0,424.5,37.5,35.5,1.5,0.0,0.0,0.0,0.0,1037452.5,62918.5,1352.0,85.0,881.5,119.5,2233.5,34.5,0.3939395853334007,0.04741843935795734,0.7954332948712848,0.021043050968845733,B:DRL-EAURP(senior),1500.0,0.0,419.5,117.5,1814.0,83.0,1814.0,83.0,1128.5,86.5,20261409.0,500.0,20000.0,0.0,3.6405706666666666,0.49961600000000006,9171.268294704661,105.98326553330298,2,B: DRL-EAURP (senior code) | solar,B: DRL-EAURP (senior code),lifetime,solar,,,,,,,0.5915480461296742,0.006451044366005743,-0.2121208293331986,0.09483687871591463,11.5,1.5,2233.5,34.5,6.5,0.5,endpoint_counters,0.7422767004286023,0.017995842889355518,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
none,76.92126677539025,1.924528232773362,5.989050322205021,0.2784393897291362,636314.0,79937.0,1697.5,71.5,0.9775810124455309,0.0001573736673103343,1688.0,79.0,8779.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.005883499999981723,0.0003727999919647118,40.0,0.0,x25519,1040.0,119.0,0.061433850052708294,0.006636050016822992,0.003705400004037074,0.00023119999787013512,0.00014708749999954308,9.319999799117787e-06,5.911486661328159e-05,3.832876059206901e-07,1114.0,27.0,0.0,0.0,linear,3077.1805175781246,207.26118164063587,0.0,0.0,209.0,17.0,0.0,0.0,657.5,190.5,0.0,0.0,0.0,0.0,4.90148156704205,0.5275697143146179,100.0,0.0,297.5,11.5,20.0,0.0,0.0,0.0,0.0,0.0,671995.5,134813.5,866.5,173.5,831.0,102.0,1697.5,71.5,0.49294898404043397,0.0808517539669461,0.7982676293446276,0.006736684719220454,C:AR-EAURP,1115.0,27.0,0.0,0.0,0.0,0.0,1115.0,178.0,657.5,190.5,20261409.0,500.0,20000.0,0.0,4.582056821108479,0.684494649479757,9901.970368659158,10.551394286292634,2,C: AR-EAURP (advancement) | linear,C: AR-EAURP (advancement),lifetime,linear,,,,,,,,,,,,,,,,,,,,,,,,0.27146247105100696,0.001218344675849109,0.1939543440016685,0.0011781237796758132,0.28442130949776046,0.0017754671815305711,0.2501618754495641,0.000621001273994351,19.0,8.0,0.0,0.0,20.5,1.5,1.0,0.0,1.0,0.0,1.0,0.0,dqn,61806.0,813.0,60420.5,804.5,20.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,33.60776615142822,6.529593467712402,15435.5,203.5,torch,60.0,0.0,,1.3909976482391357,0.0,0.666419506072998,0.0,0.7169022921081921,0.0,0.0,0.0,0.9673173173173173,0.0,torch,10.0,0.0,1.0,0.0,0.0,0.0,-0.6308546167405029,0.0,0.015030753142760048,0.0,0.024506141373784835,0.0,17550.0,0.0,0.018448787645810105,0.0,0.03764533491656735,0.0,0.00921648869768733,0.0,0.023273000008882033,0.0,0.0002494244483775387,0.0,10.0,0.0,0.0,0.0
none,75.53092730028091,4.714047135577246,5.863463735186722,0.6371527876246232,732295.5,109992.5,2032.5,104.5,0.9782388231963774,0.0003467445560069171,2015.5,120.5,12758.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.005872599997019279,0.00028870001005998347,40.0,0.0,x25519,1181.0,141.0,0.0673082499870361,0.00723914995433006,0.0036305999910837272,0.00020050001876370516,0.00014681499992548198,7.2175002514995894e-06,5.707430691487919e-05,6.84443116568929e-07,1500.0,0.0,4084.627434782344,117.23662540140185,solar,3436.106201171886,37.70395507812623,0.0,0.0,232.0,3.0,0.0,0.0,851.5,36.5,0.0,0.0,0.0,0.0,22.371142810202947,3.0259393009642572,100.0,0.0,291.0,10.0,37.5,1.5,0.0,0.0,0.0,0.0,833990.5,24559.5,1083.5,33.5,949.0,138.0,2032.5,104.5,0.4646500746577298,0.0440069211307588,0.8010233620388689,0.021215669731176556,C:AR-EAURP,1500.0,0.0,0.0,0.0,0.0,0.0,1329.5,52.5,851.5,36.5,20261409.0,500.0,20000.0,0.0,3.905576,0.5866266666666666,9156.543235665944,147.02943800146386,2,C: AR-EAURP (advancement) | solar,C: AR-EAURP (advancement),lifetime,solar,,,,,,,,,,,,,,,,,,,,,,,,0.27694485871462937,0.0033922536361594147,0.19190975902371787,0.0011743502300042286,0.28155161833702125,0.0015444202085346803,0.2495937639246315,0.0006734831976205197,15.5,0.5,0.0,0.0,28.5,1.5,1.0,0.0,1.0,0.0,1.0,0.0,dqn,65615.5,1068.5,64188.0,1068.0,20.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,143.2422866821289,120.5860824584961,16388.0,267.0,torch,60.0,0.0,,1.3909976482391357,0.0,0.666419506072998,0.0,0.7169022921081921,0.0,0.0,0.0,0.9673173173173173,0.0,torch,10.0,0.0,1.0,0.0,0.0,0.0,-0.6308546167405029,0.0,0.015030753142760048,0.0,0.024506141373784835,0.0,17550.0,0.0,0.018448787645810105,0.0,0.03764533491656735,0.0,0.00921648869768733,0.0,0.023273000008882033,0.0,0.0002494244483775387,0.0,10.0,0.0,0.0,0.0
