n_test,lstm_mae,lstm_rmse,persistence_mae,persistence_rmse,seasonal_naive_mae,seasonal_naive_rmse,beats_persistence,beats_seasonal_naive,improvement_over_best_baseline,lstm_backend,lstm_using_fallback,lstm_epochs_run,lstm_final_loss,lstm_horizon,lstm_eval_n_test,lstm_eval_lstm_mae,lstm_eval_lstm_rmse,lstm_eval_persistence_mae,lstm_eval_persistence_rmse,lstm_eval_seasonal_naive_mae,lstm_eval_seasonal_naive_rmse,lstm_eval_beats_persistence,lstm_eval_beats_seasonal_naive,lstm_eval_improvement_over_best_baseline
17550,0.015030753142760048,0.024506141373784835,0.018448787645810105,0.03764533491656735,0.00921648869768733,0.023273000008882033,True,False,-0.6308546167405029,torch,False,10,0.0002494244483775387,10,17550,0.015030753142760048,0.024506141373784835,0.018448787645810105,0.03764533491656735,0.00921648869768733,0.023273000008882033,True,False,-0.6308546167405029
