gan_backend,gan_using_fallback,gan_fallback_reason,gan_threshold,gan_epochs_run,gan_final_d_loss,gan_final_g_loss,gan_val_auc,feature_names,gan_clean_windows,lstm_backend,lstm_using_fallback,lstm_epochs_run,lstm_final_loss,lstm_horizon,lstm_eval_n_test,lstm_eval_lstm_mae,lstm_eval_lstm_rmse,lstm_eval_persistence_mae,lstm_eval_persistence_rmse,lstm_eval_seasonal_naive_mae,lstm_eval_seasonal_naive_rmse,lstm_eval_beats_persistence,lstm_eval_beats_seasonal_naive,lstm_eval_improvement_over_best_baseline
torch,False,,0.7169022863974012,60,1.3909976482391357,0.666419506072998,0.9673173173173173,"['pfr_short', 'pfr_long', 'pfr_delta', 'drop_rate_large', 'drop_rate_small', 'fwd_latency_mean', 'fwd_latency_std', 'report_disagreement']",255,torch,False,10,0.0002494244311412896,10,17550,0.01503073616947251,0.024506112419087428,0.0184487876458101,0.03764533491656735,0.00921648869768733,0.023273000008882033,True,False,-0.630852775118591
